,ticker,5 YR Open,5 YR Close,Percentage Change,Annualized % Change,eps 2019,eps 2020,eps 2021,eps 2022,eps 2023,AVG Annual EPS,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
543,pnbk,15.5200,3.7500,-75.83762886597938,-15.167525773195877,-0.23,-0.3934,-0.11,1.4368,-0.8766,-0.03464,Patriot National Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/2d926042-80e1-11ea-bae6-00000000092a.png,https://bankpatriot.com/,B,Medium,BB,Medium,B,Medium,205,302,210,717,18-04-2022,B,Medium,1098146
544,pnfp,54.7000,85.8800,57.00182815356488,11.400365630712976,5.38,4.9,6.76,7.18,6.92,6.228,Pinnacle Financial Partners Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/2afb0138-80e1-11ea-821c-00000000092a.png,https://www.pnfp.com/,B,Medium,BB,Medium,B,Medium,271,328,250,849,08-11-2022,BB,Medium,1115055
545,poai,0.7500,2.5500,240.0,48.0,-2.4507,-5.15,-0.37,-0.35,-3.4841,-2.36096,Predictive Oncology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/ac0ee7f0-80d2-11ea-bd34-00000000092a.png,https://predictive-oncology.com/,B,Medium,B,Medium,B,Medium,278,297,220,795,10-06-2022,BB,Medium,1446159
546,pola,4.5100,0.5550,-87.6940133037694,-17.53880266075388,-0.0796,-0.3952,-1.01,-0.4738,-0.26,-0.44372000000000006,Polar Power Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/09caf854-81d9-11ea-8a6b-00000000092a.png,https://polarpower.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,05-06-2022,B,Medium,1622345
547,podd,95.0900,171.4000,80.25028919970553,16.050057839941108,0.18,0.32,0.83,0.49,2.72,0.908,Insulet Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/bd79a7d8-826a-11ea-ba18-00000000092a.png,https://www.omnipod.com,B,Medium,B,Medium,B,Medium,215,233,205,653,07-11-2022,B,Medium,1145197
548,powi,69.9400,71.5500,2.3019731198169855,0.4603946239633971,1.29,1.71,3.26,3.28,1.29,2.1659999999999995,Power Integrations Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/3a69d1d8-80e0-11ea-bdda-00000000092a.png,https://www.power.com/,A,High,B,Medium,BB,Medium,575,285,305,1165,08-11-2022,BBB,High,833640
549,poww,3.2500,2.7500,-15.384615384615385,-3.076923076923077,-0.2162,-0.4171,-0.17,0.32,-0.06,-0.10866000000000002,Ammo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Leisure Products,https://static.finnhub.io/logo/8decc6ca0564a89b50b985b73c3a3e17a402a1bec36567fa2649259eb21478db.png,https://ammoinc.com/,B,Medium,B,Medium,B,Medium,233,224,200,657,02-08-2022,B,Medium,1015383
550,pnrg,169.0000,100.2500,-40.680473372781066,-8.136094674556213,0.1686,4.76,-1.6,-1.55,17.9612,3.9479600000000006,Primeenergy Resources Corp,USD,NASDAQ NMS - GLOBAL MARKET,Energy,,http://www.primeenergy.com/,B,Medium,B,Medium,B,Medium,200,200,260,660,08-11-2022,B,Medium,56868
551,ppbi,26.5300,24.0000,-9.53637391632115,-1.90727478326423,2.63,0.4,3.57,2.97,2.25,2.364,Pacific Premier Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/39fe4f30-80e0-11ea-942b-00000000092a.png,https://investors.ppbi.com/,A,High,BB,Medium,BB,Medium,565,328,315,1208,08-11-2022,A,High,1028918
552,ppih,8.7900,7.9000,-10.125142207053457,-2.0250284414106914,-0.07,0.42,-0.94,0.72,0.7258,0.17115999999999998,Perma-Pipe International Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,https://static.finnhub.io/logo/e963d356e0f2d994c438d84f1178d410188d07abe007ec02a410fc231e59af43.png,https://www.permapipe.com/,A,High,B,Medium,BB,Medium,500,260,300,1060,10-06-2022,BBB,High,914122
553,ppc,22.2900,34.3200,53.97039030955586,10.794078061911172,1.63,1.1955,2.28,3.32,1.69,2.0230999999999995,Pilgrims Pride Corp,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,https://static.finnhub.io/logo/eff7902c-80ff-11ea-83c9-00000000092a.png,https://www.pilgrims.com/,A,High,BB,Medium,B,Medium,500,302,220,1022,08-11-2022,BBB,High,802481
554,praa,26.8100,26.0800,-2.7228646027601657,-0.5445729205520331,1.9,3.25,4.04,2.92,-2.13,1.996,PRA Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/3adb3168-80e0-11ea-8a1f-00000000092a.png,https://www.pragroup.com/,BBB,High,BB,Medium,BB,Medium,473,321,310,1104,08-11-2022,BBB,High,1185348
555,ppsi,4.8600,5.7100,17.48971193415637,3.4979423868312742,-0.67,-1,-0.79,-0.37,0.01,-0.564,Pioneer Power Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/96fb7918-80ce-11ea-bf9d-00000000092a.png,https://www.pioneerpowersolutions.com/,B,Medium,BB,Medium,BB,Medium,299,305,315,919,08-11-2022,BBB,High,1449792
556,prdo,16.5200,17.5600,6.295399515738493,1.2590799031476987,1.41,1.57,1.7,1.62,2.1,1.6800000000000002,Perdoceo Education Corp,USD,NASDAQ NMS - GLOBAL MARKET,Diversified Consumer Services,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PRDO.svg,https://www.perdoceoed.com/,BB,Medium,B,Medium,B,Medium,365,297,250,912,10-06-2022,BBB,High,1046568
557,sisi,1.3000,0.6613,-49.13076923076923,-9.826153846153847,0.7575,-0.09,-0.54,-11.53,-2.68,-2.8165,Shineco Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,,http://www.tenetjove.com/,BB,Medium,BB,Medium,BB,Medium,340,346,305,991,11-06-2022,BBB,High,1300734
558,siri,5.6700,3.8800,-31.569664902998234,-6.313932980599647,0.21,0.26,0.32,0.3,0.32,0.282,Sirius XM Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/8cbaf00cdf99a60a70367447a9b4aa8ffa3730892ebfeefc69f0df956c461770.png,https://www.siriusxm.com/corporate,B,Medium,BB,Medium,B,Medium,240,302,205,747,08-11-2022,B,Medium,908937
559,powl,26.5500,142.3000,435.969868173258,87.1939736346516,0.79,1.41,0.06,1.15,4.27,1.536,Powell Industries Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/b847e6cec1cca2ab7a7efa1c72c329bd241481b5ba6c9cfec167a8ad98550779.png,https://www.powellind.com/,A,High,B,Medium,B,Medium,500,240,215,955,08-11-2022,BBB,High,80420
560,upwk,19.1400,12.2600,-35.94566353187043,-7.189132706374086,-0.14,-0.19,-0.04,-0.06,0.5,0.014000000000000002,Upwork Inc,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,https://static.finnhub.io/logo/04e63e39dfa2f0949f018d4f77b107a9bc8f105998ca37e338d26e0ba04e229a.png,https://www.upwork.com/,B,Medium,B,Medium,B,Medium,275,264,278,817,10-06-2022,BB,Medium,1627475
561,usau,0.9000,3.6700,307.77777777777777,61.55555555555556,-2.69,-0.62,-3.95,-1.95,-0.9,-2.0220000000000002,US Gold Corp,USD,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,https://static.finnhub.io/logo/1557f6d0-80e0-11ea-8635-00000000092a.png,https://www.usgoldcorp.gold/,BBB,High,B,Medium,BB,Medium,400,240,300,940,10-06-2022,BBB,High,27093
562,usap,16.5700,22.4200,35.30476765238383,7.060953530476766,0.49,-1.39,-0.91,-0.89,0.51,-0.4379999999999999,Universal Stainless & Alloy Products Inc,USD,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,https://static.finnhub.io/logo/6b133fbff9c5149d0ce77bd6e80075686db2446fed3d60ca37cecf755c9d042e.png,http://www.univstainless.com/,B,Medium,B,Medium,B,Medium,238,231,200,669,08-11-2022,B,Medium,931584
563,useg,0.7800,1.0800,38.46153846153847,7.692307692307693,-0.35,-4.47,-0.01,-0.0136,-1.43,-1.2547199999999998,US Energy Corp,USD,NASDAQ NMS - GLOBAL MARKET,Energy,https://static.finnhub.io/logo/8a2928da3ce3c736d5ef6e38edcc15d961dd3bd9bf61d6cf6a7675e9619e5ce3.png,http://www.usnrg.com/,BBB,High,B,Medium,BB,Medium,438,265,315,1018,08-11-2022,BBB,High,101594
564,usio,2.6200,1.7000,-35.1145038167939,-7.02290076335878,-0.4,-0.25,-0.0181,-0.28,-0.0284,-0.1953,Usio Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/90f27168-80d2-11ea-a811-00000000092a.png,https://usio.com/,B,Medium,B,Medium,B,Medium,285,245,240,770,10-06-2022,BB,Medium,1088034
565,uthr,117.3700,229.7200,95.72292749424895,19.14458549884979,11.28,11.58,10.03,15.02,19.84,13.55,United Therapeutics Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/06244134-826b-11ea-9be7-00000000092a.png,https://www.unither.com/,B,Medium,B,Medium,BB,Medium,233,259,300,792,08-11-2022,BB,Medium,1082554
566,urgn,36.9400,15.0000,-59.39361126150514,-11.878722252301028,-5.11,-5.92,-4.96,-4.78,-3.73,-4.9,Urogen Pharma Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/34ed2f05d06c4b4e38d817c2be35da0eb637d3ddf7a9cea83cec8a3c75a6b04c.png,https://www.urogen.com/,B,Medium,B,Medium,B,Medium,210,251,290,751,10-06-2022,BB,Medium,1668243
567,urbn,29.6400,43.4200,46.49122807017544,9.298245614035087,2.72,1.98,0.65,3.12,1.71,2.0360000000000005,Urban Outfitters Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/1fafa21c-80e1-11ea-bd8f-00000000092a.png,https://www.urbn.com/,BB,Medium,BB,Medium,BB,Medium,335,300,300,935,08-11-2022,BBB,High,912615
568,utsi,3.6700,2.6000,-29.155313351498634,-5.831062670299727,-0.32,-0.6413,-0.1565,-0.57,0,-0.33755999999999997,UTStarcom Holdings Corp,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static.finnhub.io/logo/04f8be36-826b-11ea-a446-00000000092a.png,http://www.utstar.com,BB,Medium,BB,Medium,BB,Medium,340,310,365,1015,08-11-2022,BBB,High,1030471
569,uxin,3.7900,2.1200,-44.06332453825858,-8.812664907651715,-46.68,-32.75,-23.6505,-6.64,0.3514,-21.873820000000002,Uxin Ltd,CNY,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/9b01f9fe-81d5-11ea-b8c8-00000000092a.png,https://www.xin.com/,B,Medium,B,Medium,B,Medium,203,202,225,630,10-06-2022,B,Medium,1729173
570,uvsp,24.4600,20.8200,-14.881439084219137,-2.9762878168438274,2.23,1.65,3.08,2.66,2.47,2.418,Univest Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/20020ad0-80e1-11ea-bc7f-00000000092a.png,https://www.univest.net,BB,Medium,BB,Medium,BB,Medium,331,322,305,958,08-11-2022,BBB,High,102212
571,cmcm,6.4200,3.0100,-53.11526479750779,-10.623052959501559,43.7,11.9,1.94,-1.8636,0,11.13528,Cheetah Mobile Inc,CNY,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/d08f9310-80cf-11ea-a202-00000000092a.png,https://www.cmcm.com,B,Medium,B,Medium,B,Medium,205,214,215,634,07-11-2022,B,Medium,1597835
572,cmc,17.0800,58.7700,244.08665105386422,48.817330210772845,2.07,2.64,3.54,8.21,7.39,4.7700000000000005,Commercial Metals Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/a22fd99e-80eb-11ea-aca7-00000000092a.png,https://www.cmc.com,B,Medium,B,Medium,B,Medium,223,212,200,635,07-11-2022,B,Medium,22444
573,uslm,77.1200,298.1400,286.59232365145226,57.31846473029045,4.63,4.99,6.53,8,13.0605,7.442100000000001,United States Lime & Minerals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Construction,https://static.finnhub.io/logo/fb391438-826a-11ea-93e6-00000000092a.png,http://www.uslm.com/,A,High,B,Medium,BB,Medium,500,233,300,1033,08-11-2022,BBB,High,82020
574,utmd,88.2500,71.1100,-19.422096317280456,-3.884419263456091,3.86,5.35,4.05,4.5109,4.5735,4.46888,Utah Medical Products Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/ebfeafbe-80e0-11ea-a1fd-00000000092a.png,http://www.utahmed.com,B,Medium,B,Medium,B,Medium,240,236,250,726,08-11-2022,B,Medium,706698
575,cmp,54.3700,15.7400,-71.0502115137024,-14.21004230274048,1.92,1.39,0.72,0.17,0.16,0.8719999999999999,Compass Minerals International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/a5b1f724-80eb-11ea-8678-00000000092a.png,https://www.compassminerals.com/,A,High,BB,Medium,BB,Medium,505,302,320,1127,07-11-2022,BBB,High,1227654
576,cnf,6.0599,2.0700,-65.8410204788858,-13.16820409577716,1.0575,1.42,0.85,1.91,2.19,1.4854999999999998,CNFinance Holdings Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,,http://ir.cashchina.cn/,B,Medium,B,Medium,B,Medium,200,200,220,620,10-06-2022,B,Medium,1733868
577,cnmd,83.1800,80.0800,-3.726857417648483,-0.7453714835296966,2.65,2.16,3.21,2.65,3.45,2.824,Conmed Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/a4313e98075e7806fcfe430a4486dac21d6c4387ef886ad34ec082477aa32de0.png,https://www.conmed.com/,BBB,High,BB,Medium,B,Medium,441,300,270,1011,07-11-2022,BBB,High,816956
578,cnk,39.9900,17.9700,-55.06376594148538,-11.012753188297076,1.63,-5.06,-3.54,-2.25,1.23,-1.5980000000000003,Cinemark Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/a875eee6-80eb-11ea-896d-00000000092a.png,https://www.cinemark.com/,BB,Medium,BB,Medium,BB,Medium,330,300,300,930,07-11-2022,BBB,High,1385280
579,cnne,24.2600,22.2400,-8.326463314097293,-1.6652926628194584,1.89,21.33,-3.21,-4.99,-4.22,2.1599999999999993,Cannae Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/228af830-81d7-11ea-85e8-00000000092a.png,https://www.cannaeholdings.com/,B,Medium,B,Medium,B,Medium,215,203,203,621,10-06-2022,B,Medium,1704720
580,cno,16.1800,27.4800,69.83930778739185,13.967861557478368,1.86,2.53,2.8,2.32,3.11,2.524,CNO Financial Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/a8e41f10-80eb-11ea-b750-00000000092a.png,https://www.cnoinc.com/,A,High,BB,Medium,BB,Medium,500,322,315,1137,07-11-2022,BBB,High,1224608
581,cna,43.3500,45.4200,4.775086505190312,0.9550173010380624,3.59,2.7,4.05,3.85,4.71,3.78,CNA Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/a7e1209a-80eb-11ea-a594-00000000092a.png,https://www.cna.com/,A,High,BB,Medium,BB,Medium,540,329,340,1209,07-11-2022,A,High,21175
582,cmre,5.2000,11.3500,118.26923076923075,23.65384615384615,0.92,1.02,2.35,3.28,2.08,1.9299999999999997,Costamare Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Marine,https://static.finnhub.io/logo/811544ec-81a2-11ea-b11f-00000000092a.png,https://www.costamare.com/,B,Medium,B,Medium,B,Medium,242,204,200,646,07-11-2022,B,Medium,1503584
583,gva,43.1500,57.1300,32.398609501738136,6.479721900347627,0.08,-0.02,-0.1,2.06,3.13,1.03,Granite Construction Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/f0d5c3ba-80eb-11ea-b752-00000000092a.png,https://www.graniteconstruction.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,07-11-2022,B,Medium,861459
584,fn,52.3600,189.0200,261.0007639419405,52.200152788388095,3.81,3.74,4.67,6.13,7.67,5.204,Fabrinet,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/e34b0be1a98befac76ad28cec81a1da747b9af72f2670c97b30b991474d7f9ab.png,https://fabrinet.com/,A,High,B,Medium,B,Medium,510,209,210,929,07-11-2022,BBB,High,1408710
585,h,72.5700,159.6200,119.95314868402924,23.99062973680585,2.05,-5.4,-7.1,3.32,2.57,-0.9120000000000001,Hyatt Hotels Corp,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",https://static.finnhub.io/logo/304ce992-80ff-11ea-b93c-00000000092a.png,https://www.hyatt.com/,B,Medium,B,Medium,B,Medium,235,209,205,649,07-11-2022,B,Medium,1468174
586,hasi,25.6400,28.4000,10.76443057722308,2.152886115444616,1.41,1.57,1.88,2.08,2.21,1.83,Hannon Armstrong Sustainable Infrastructure Capital Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/e8712528-80cd-11ea-aef2-00000000092a.png,https://www.hannonarmstrong.com/,AA,Excellent,BBB,High,BB,Medium,646,404,313,1363,07-11-2022,A,High,1561894
